student_id,age,gender,state,urban_rural,family_income,12th_stream,10th_percentage,12th_percentage,school_board,school_tier,JEE_Main_percentile,JEE_Advanced_rank,NEET_percentile,NEET_rank,CUET_score,logical_reasoning,quantitative_ability,verbal_ability,abstract_reasoning,spatial_reasoning,interest_technology,interest_healthcare,interest_business,interest_creative_arts,interest_social_service,interest_research,leadership,teamwork,creativity,analytical_thinking,communication,preferred_location,budget_constraint_lakhs,career_goal_timeline,work_preference,risk_tolerance,has_sports,has_cultural,volunteering_hours,num_certifications,num_projects,career_path_year1,career_trajectory,career_year2,career_year3,career_year4,career_year5
STU_000936,16,Male,Haryana,Urban,5-10 Lakhs,Commerce,82.55,68.82,CBSE,Tier 2,,,,,,7.8,4.1,2.7,3.6,5.5,1.5,1.0,3.9,1.0,3.7,1.2,1.1,2.7,1.9,2.0,3.3,Pan India,5,5 years,Job,Medium,False,True,50,1,0,Actuarial Science,"['Actuarial Science', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000937,16,Female,West Bengal,Urban,10-20 Lakhs,Science-PCB,70.64,91.63,CBSE,Tier 3,,,,,,6.1,1.7,7.2,8.2,5.7,4.7,1.0,1.7,3.1,3.1,4.2,3.6,2.5,3.4,3.9,1.7,Home State,5,5 years,Job,Low,False,False,20,1,0,Nursing,"['Nursing', 'Nursing', 'Junior Professional', 'Professional', 'Senior Professional']",Nursing,Junior Professional,Professional,Senior Professional
STU_000938,16,Female,Maharashtra,Urban,<5 Lakhs,Arts,80.55,75.87,ICSE,Tier 2,,,,,,7.7,5.9,6.1,5.0,8.6,4.7,2.0,3.9,1.7,1.5,2.2,2.5,2.3,4.5,3.5,4.8,Home State,5,5 years,Government,Medium,True,True,10,1,0,Law (BA LLB),"['Law (BA LLB)', 'Law (BA LLB)', 'Law (BA LLB)', 'Professional', 'Senior Professional']",Law (BA LLB),Law (BA LLB),Professional,Senior Professional
STU_000939,18,Female,Kerala,Urban,5-10 Lakhs,Commerce,64.65,83.52,CBSE,Tier 1,,,,,,5.4,6.7,7.6,7.7,7.2,3.5,1.8,2.8,2.8,4.4,2.1,3.2,2.5,3.5,3.3,3.3,Home State,15,4 years,Research,Low,False,True,0,0,0,CA,"['CA', 'Articleship', 'Articleship', 'Senior Accountant']",Articleship,Articleship,Senior Accountant,Senior Accountant
STU_000940,17,Male,Bihar,Rural,5-10 Lakhs,Science-PCM,84.76,84.04,CBSE,Tier 1,,,,,,6.9,4.4,10.0,7.8,6.6,2.3,4.1,2.6,2.5,1.0,1.3,3.4,4.3,3.9,4.0,3.3,Pan India,2,5 years,Government,Medium,True,False,20,1,0,Computer Science Engineering,"['Computer Science Engineering', 'Software Engineer', 'Data Scientist', 'Data Scientist', 'Product Manager']",Software Engineer,Data Scientist,Data Scientist,Product Manager
STU_000941,18,Male,Punjab,Semi-Urban,10-20 Lakhs,Science-PCM,64.73,77.43,ICSE,Tier 2,,,,,258.0,9.5,9.0,7.3,6.2,3.7,3.1,1.0,4.2,3.0,1.6,3.8,3.3,4.8,2.8,4.7,3.6,Nearby States,30,4 years,Business,Medium,False,False,0,2,2,Civil Engineering,"['Civil Engineering', 'Civil Engineering', 'Junior Professional', 'Junior Professional']",Civil Engineering,Junior Professional,Junior Professional,Junior Professional
STU_000942,18,Female,Madhya Pradesh,Semi-Urban,20-50 Lakhs,Science-PCMB,67.25,70.39,CBSE,Tier 2,,,51.16,976800.0,,5.2,3.8,7.2,5.5,6.1,5.0,4.2,3.8,2.2,4.4,4.1,3.8,3.5,2.3,4.8,4.2,Home State,5,6+ years,Job,Medium,True,True,50,3,2,Biotechnology,"['Biotechnology', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional', 'Lead Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000943,17,Female,Kerala,Urban,10-20 Lakhs,Science-PCM,72.96,76.78,CBSE,Tier 3,58.03,,,,585.0,7.1,4.4,9.0,6.6,1.3,2.2,3.8,4.3,2.3,2.7,3.5,4.2,4.2,2.6,4.7,1.4,Pan India,5,5 years,Government,Medium,False,False,100,1,0,Aerospace Engineering,"['Aerospace Engineering', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000944,16,Male,Haryana,Urban,5-10 Lakhs,Commerce,81.44,74.48,CBSE,Tier 1,,,,,,6.5,7.7,6.2,4.7,6.9,3.5,1.3,1.0,3.2,1.5,3.2,2.3,3.6,2.8,5.0,4.3,Nearby States,15,5 years,Government,Medium,False,True,20,1,1,CMA,"['CMA', 'CMA', 'Junior Professional', 'Professional', 'Senior Professional']",CMA,Junior Professional,Professional,Senior Professional
STU_000945,16,Female,Telangana,Semi-Urban,5-10 Lakhs,Science-PCB,73.7,74.61,CBSE,Tier 1,,,50.0,1000000.0,,6.7,8.6,9.0,6.1,5.7,4.0,3.2,3.1,3.7,3.3,2.9,5.0,5.0,3.9,4.6,2.9,Pan India,10,4 years,Business,Low,True,True,50,2,0,Nursing,"['Nursing', 'Nursing', 'Junior Professional', 'Professional']",Nursing,Junior Professional,Professional,Professional
STU_000946,16,Female,Uttar Pradesh,Semi-Urban,10-20 Lakhs,Science-PCM,73.24,82.94,State Board,Tier 2,67.48,,,,,6.3,7.0,4.5,6.1,6.7,3.4,2.9,1.1,4.8,1.0,2.0,2.3,3.7,3.5,4.0,4.0,Nearby States,10,4 years,Job,Low,True,True,0,1,0,Mechanical Engineering,"['Mechanical Engineering', 'Mechanical Engineering', 'Mechanical Engineering', 'Professional']",Mechanical Engineering,Mechanical Engineering,Professional,Professional
STU_000947,18,Female,Punjab,Urban,5-10 Lakhs,Arts,64.51,78.9,State Board,Tier 1,,,,,,4.4,3.0,4.6,3.1,4.9,4.2,2.5,3.2,1.5,2.5,1.6,1.9,3.3,2.5,1.0,3.3,Home State,5,5 years,Research,Medium,False,False,50,3,0,BA Psychology,"['BA Psychology', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000948,16,Male,Karnataka,Rural,5-10 Lakhs,Science-PCM,60.0,83.72,CBSE,Tier 3,63.45,,,,485.0,2.8,8.3,7.3,8.0,8.0,2.3,4.1,4.8,1.0,2.3,2.3,3.8,1.6,5.0,3.2,4.2,Home State,5,4 years,Job,High,False,True,0,0,1,Mechanical Engineering,"['Mechanical Engineering', 'Mechanical Engineering', 'Junior Professional', 'Junior Professional']",Mechanical Engineering,Junior Professional,Junior Professional,Junior Professional
STU_000949,17,Male,Maharashtra,Rural,5-10 Lakhs,Science-PCB,74.4,79.84,CBSE,Tier 2,,,,,,7.3,6.8,6.5,5.8,6.2,3.0,3.2,3.7,5.0,3.4,1.3,2.6,2.8,4.6,2.8,3.2,Home State,10,4 years,Research,High,False,True,10,2,1,Nursing,"['Nursing', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000950,17,Male,Tamil Nadu,Rural,>50 Lakhs,Science-PCM,73.88,79.92,CBSE,Tier 1,66.4,,,,319.0,3.6,5.2,5.4,5.4,6.1,3.2,2.2,3.6,3.7,1.5,1.2,3.2,3.2,4.0,2.3,2.3,Pan India,2,4 years,Job,Medium,False,True,0,0,1,Electronics Engineering,"['Electronics Engineering', 'Entry Level', 'Entry Level', 'Entry Level']",Entry Level,Entry Level,Entry Level,Entry Level
STU_000951,18,Female,Maharashtra,Urban,<5 Lakhs,Science-PCB,62.7,90.21,ICSE,Tier 1,,,,,453.0,5.2,6.0,5.3,5.0,7.3,3.1,1.5,3.1,1.4,1.2,4.3,2.8,2.5,3.1,3.4,3.2,Home State,2,4 years,Job,Medium,True,True,0,2,1,MBBS,"['MBBS', 'MBBS', 'MBBS', 'MBBS']",MBBS,MBBS,MBBS,MBBS
STU_000952,18,Male,Karnataka,Urban,20-50 Lakhs,Science-PCM,70.12,75.96,State Board,Tier 1,,,,,,6.2,7.1,9.2,5.4,5.5,3.7,4.2,2.0,2.9,1.0,2.4,4.0,2.9,3.4,2.8,2.6,Nearby States,2,4 years,Business,High,False,True,0,0,1,Data Science,"['Data Science', 'Data Analyst', 'Data Analyst', 'ML Engineer']",Data Analyst,Data Analyst,ML Engineer,ML Engineer
STU_000953,17,Male,Punjab,Urban,10-20 Lakhs,Arts,84.71,85.99,ICSE,Tier 3,,,,,,10.0,4.2,5.3,6.7,5.3,3.4,3.5,3.4,5.0,5.0,2.4,3.9,2.4,4.1,3.8,2.6,Nearby States,2,4 years,Business,Low,True,False,10,1,0,BA Psychology,"['BA Psychology', 'Entry Level', 'Entry Level', 'Professional']",Entry Level,Entry Level,Professional,Professional
STU_000954,17,Male,Gujarat,Semi-Urban,>50 Lakhs,Science-PCM,86.53,67.67,State Board,Tier 3,,,,,,4.1,7.4,6.0,4.9,6.6,4.1,4.5,4.0,1.7,2.8,2.4,2.1,2.1,5.0,2.7,3.3,Home State,5,4 years,Government,Medium,True,True,10,2,1,Computer Science Engineering,"['Computer Science Engineering', 'Software Engineer', 'Data Scientist', 'Data Scientist']",Software Engineer,Data Scientist,Data Scientist,Data Scientist
STU_000955,18,Male,Punjab,Urban,5-10 Lakhs,Science-PCB,77.2,68.21,CBSE,Tier 2,,,50.0,1000000.0,,5.6,4.2,5.3,5.6,5.2,3.0,3.3,3.5,1.0,3.8,3.0,1.2,4.2,4.2,1.3,3.1,Home State,15,5 years,Research,High,True,True,0,0,1,Physiotherapy,"['Physiotherapy', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000956,17,Female,Delhi,Semi-Urban,10-20 Lakhs,Science-PCM,77.64,84.68,CBSE,Tier 3,,,,,,9.1,4.9,7.7,4.6,7.0,2.7,3.4,2.0,3.8,1.0,3.0,2.8,3.6,2.8,2.9,3.5,Abroad,10,4 years,Job,Low,True,False,0,2,0,Civil Engineering,"['Civil Engineering', 'Civil Engineering', 'Junior Professional', 'Professional']",Civil Engineering,Junior Professional,Professional,Professional
STU_000957,16,Female,Bihar,Semi-Urban,20-50 Lakhs,Science-PCB,64.98,74.9,ICSE,Tier 3,,,50.0,1000000.0,,5.7,7.6,4.5,5.6,6.4,4.2,4.9,3.9,2.1,4.8,2.4,3.8,3.0,2.4,1.9,2.2,Pan India,2,5 years,Research,Medium,False,True,0,2,1,BDS,"['BDS', 'Entry Level', 'Junior Professional', 'Junior Professional', 'Senior Professional']",Entry Level,Junior Professional,Junior Professional,Senior Professional
STU_000958,17,Male,Bihar,Rural,5-10 Lakhs,Commerce,70.25,76.33,CBSE,Tier 2,,,,,,7.7,4.3,8.5,6.4,6.1,4.4,3.4,2.9,2.2,1.1,1.5,3.2,3.4,3.7,3.2,2.4,Nearby States,30,5 years,Job,High,True,True,0,2,1,CMA,"['CMA', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000959,17,Male,Andhra Pradesh,Semi-Urban,5-10 Lakhs,Commerce,77.46,87.78,CBSE,Tier 2,,,,,,5.5,2.9,5.8,10.0,4.7,3.6,4.4,3.8,2.7,1.4,4.3,4.0,4.6,4.5,1.9,3.1,Home State,2,5 years,Research,Low,False,True,0,1,2,B.Com,"['B.Com', 'Entry Level', 'Junior Professional', 'Junior Professional', 'Senior Professional']",Entry Level,Junior Professional,Junior Professional,Senior Professional
STU_000960,16,Female,Kerala,Urban,5-10 Lakhs,Science-PCM,78.11,84.35,CBSE,Tier 1,71.13,,,,,7.4,7.1,6.0,7.4,6.4,3.1,1.0,4.8,1.9,2.9,1.0,3.0,3.6,3.3,5.0,2.8,Home State,15,4 years,Government,Medium,False,True,10,0,2,Mechanical Engineering,"['Mechanical Engineering', 'Entry Level', 'Junior Professional', 'Junior Professional']",Entry Level,Junior Professional,Junior Professional,Junior Professional
STU_000961,17,Female,Tamil Nadu,Semi-Urban,5-10 Lakhs,Commerce,83.21,69.48,CBSE,Tier 1,,,,,,5.4,5.0,7.8,2.5,6.2,1.8,1.0,3.7,1.2,3.3,3.8,2.6,3.9,4.7,2.3,4.2,Home State,2,4 years,Business,Medium,True,True,50,0,0,Economics,"['Economics', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000962,16,Male,Karnataka,Urban,5-10 Lakhs,Science-PCM,67.22,85.66,ICSE,Tier 3,,,,,,6.4,9.0,1.9,7.6,6.7,4.0,3.7,2.7,3.8,4.6,1.0,4.1,3.4,2.5,2.1,3.7,Abroad,2,6+ years,Job,Low,True,True,10,0,1,Electronics Engineering,"['Electronics Engineering', 'Entry Level', 'Entry Level', 'Entry Level', 'Entry Level', 'Lead Professional']",Entry Level,Entry Level,Entry Level,Entry Level
STU_000963,16,Male,Delhi,Urban,5-10 Lakhs,Science-PCM,90.83,90.79,ICSE,Tier 2,,,,,,6.5,6.8,7.4,5.4,5.6,4.5,2.7,2.4,3.9,3.5,1.0,3.2,2.7,3.6,4.3,4.0,Home State,2,5 years,Government,High,False,False,0,0,3,Information Technology,"['Information Technology', 'Entry Level', 'Entry Level', 'Entry Level', 'Senior Professional']",Entry Level,Entry Level,Entry Level,Senior Professional
STU_000964,18,Female,Haryana,Semi-Urban,5-10 Lakhs,Commerce,82.18,86.0,CBSE,Tier 3,,,,,370.0,5.1,7.6,7.1,4.6,8.9,5.0,3.7,3.7,3.2,1.0,2.8,3.1,3.0,2.9,1.0,2.4,Home State,2,5 years,Business,Medium,False,False,0,1,2,B.Com,"['B.Com', 'B.Com', 'Junior Professional', 'Junior Professional', 'Junior Professional']",B.Com,Junior Professional,Junior Professional,Junior Professional
STU_000965,17,Male,Rajasthan,Urban,5-10 Lakhs,Commerce,69.26,60.0,State Board,Tier 2,,,,,,2.9,6.9,7.7,6.8,5.1,2.6,4.4,4.0,3.6,3.9,5.0,2.7,3.2,2.8,2.4,4.5,Nearby States,10,5 years,Research,Low,True,False,0,2,3,Marketing,"['Marketing', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000966,16,Female,Madhya Pradesh,Urban,5-10 Lakhs,Science-PCM,67.57,96.67,ICSE,Tier 3,,,,,,3.6,5.0,6.1,5.9,8.3,3.6,4.2,3.4,3.9,1.0,1.3,3.8,4.7,1.5,3.3,2.1,Home State,5,4 years,Job,Low,True,False,0,2,1,Electronics Engineering,"['Electronics Engineering', 'Electronics Engineering', 'Junior Professional', 'Professional']",Electronics Engineering,Junior Professional,Professional,Professional
STU_000967,16,Male,Haryana,Urban,<5 Lakhs,Commerce,93.1,63.97,CBSE,Tier 1,,,,,490.0,5.3,8.2,6.8,3.1,7.7,4.0,1.8,2.8,1.1,2.3,2.9,2.7,3.1,1.6,3.6,1.7,Nearby States,5,6+ years,Job,Medium,False,True,20,1,0,B.Com,"['B.Com', 'Entry Level', 'Junior Professional', 'Professional', 'Senior Professional', 'Lead Professional']",Entry Level,Junior Professional,Professional,Senior Professional
STU_000968,16,Male,Andhra Pradesh,Urban,5-10 Lakhs,Commerce,75.31,71.81,CBSE,Tier 3,,,,,,4.5,5.2,6.2,6.4,7.6,3.4,2.2,2.0,2.5,1.0,2.0,1.9,3.3,3.7,3.7,4.0,Nearby States,10,5 years,Business,High,True,False,20,0,3,B.Com,"['B.Com', 'Entry Level', 'Entry Level', 'Professional', 'Senior Professional']",Entry Level,Entry Level,Professional,Senior Professional
STU_000969,16,Male,Karnataka,Semi-Urban,<5 Lakhs,Science-PCM,65.75,77.61,CBSE,Tier 3,,,,,,5.6,7.3,8.7,3.1,5.7,5.0,2.5,4.3,3.9,1.0,3.0,3.2,5.0,1.0,1.7,3.2,Home State,2,4 years,Research,Medium,False,False,0,0,2,Computer Science Engineering,"['Computer Science Engineering', 'Software Engineer', 'Data Scientist', 'ML Engineer']",Software Engineer,Data Scientist,ML Engineer,ML Engineer
STU_000970,17,Female,Telangana,Urban,5-10 Lakhs,Science-PCM,71.42,75.98,State Board,Tier 2,,,,,541.0,7.2,6.6,7.7,5.1,8.3,2.9,2.4,1.2,1.9,2.2,2.4,4.5,4.0,4.1,3.3,2.8,Abroad,5,4 years,Business,Low,True,True,20,2,1,Civil Engineering,"['Civil Engineering', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000971,16,Male,Punjab,Urban,<5 Lakhs,Science-PCM,73.5,83.43,CBSE,Tier 1,66.03,,,,,5.9,7.4,7.2,3.6,5.4,4.7,1.4,3.3,2.6,1.8,4.4,3.0,4.7,3.2,3.8,2.9,Pan India,2,4 years,Business,High,True,False,20,0,1,Mechanical Engineering,"['Mechanical Engineering', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000972,16,Female,Haryana,Semi-Urban,>50 Lakhs,Arts,75.13,76.16,CBSE,Tier 2,,,,,,4.2,10.0,6.4,7.3,7.2,5.0,4.9,4.2,1.0,3.6,2.3,1.9,3.2,3.4,1.0,3.8,Nearby States,20,4 years,Research,Medium,True,False,0,2,1,BA Psychology,"['BA Psychology', 'Entry Level', 'Entry Level', 'Professional']",Entry Level,Entry Level,Professional,Professional
STU_000973,16,Male,Andhra Pradesh,Rural,<5 Lakhs,Science-PCB,68.74,61.85,CBSE,Tier 3,,,57.15,857000.0,624.0,4.0,6.9,5.8,6.7,5.9,2.2,2.6,4.6,1.7,3.9,3.4,3.1,2.9,3.5,2.8,4.4,Nearby States,30,6+ years,Business,Low,False,True,0,3,1,Physiotherapy,"['Physiotherapy', 'Physiotherapy', 'Junior Professional', 'Professional', 'Senior Professional', 'Lead Professional']",Physiotherapy,Junior Professional,Professional,Senior Professional
STU_000974,18,Female,Tamil Nadu,Semi-Urban,<5 Lakhs,Science-PCB,62.13,69.52,State Board,Tier 2,,,50.0,1000000.0,,7.6,9.6,5.4,8.0,4.3,1.9,3.4,4.0,3.2,3.6,2.1,3.9,3.1,5.0,4.2,4.8,Home State,2,5 years,Job,Low,False,False,0,0,1,B.Pharm,"['B.Pharm', 'Pharmacist', 'Pharmacist', 'Senior Pharmacist', 'Pharmacy Manager']",Pharmacist,Pharmacist,Senior Pharmacist,Pharmacy Manager
STU_000975,17,Male,West Bengal,Semi-Urban,<5 Lakhs,Science-PCB,62.56,80.61,CBSE,Tier 3,,,,,,4.2,5.0,7.7,9.2,4.3,2.8,2.5,2.6,5.0,1.9,2.3,4.5,4.0,4.2,2.4,2.9,Pan India,10,4 years,Job,Low,False,True,20,0,0,B.Pharm,"['B.Pharm', 'Pharmacist', 'Clinical Pharmacist', 'Clinical Pharmacist']",Pharmacist,Clinical Pharmacist,Clinical Pharmacist,Clinical Pharmacist
STU_000976,16,Male,Telangana,Urban,5-10 Lakhs,Science-PCM,64.6,82.38,State Board,Tier 1,52.28,,,,,3.8,4.2,4.7,6.4,5.0,2.3,3.0,3.7,5.0,2.6,2.7,2.7,4.4,3.5,4.1,3.6,Home State,10,4 years,Job,Medium,False,True,50,1,2,Computer Science Engineering,"['Computer Science Engineering', 'Software Engineer', 'Data Scientist', 'ML Engineer']",Software Engineer,Data Scientist,ML Engineer,ML Engineer
STU_000977,18,Male,Haryana,Rural,20-50 Lakhs,Science-PCB,84.14,88.17,CBSE,Tier 1,,,70.62,587599.0,,4.6,7.1,7.8,3.7,4.2,3.2,3.6,2.2,2.3,1.6,3.5,2.9,2.9,2.0,2.9,3.2,Home State,10,5 years,Research,Medium,False,True,0,2,0,B.Pharm,"['B.Pharm', 'Pharmacist', 'Pharmacist', 'Senior Pharmacist', 'Pharmacy Manager']",Pharmacist,Pharmacist,Senior Pharmacist,Pharmacy Manager
STU_000978,18,Male,Bihar,Semi-Urban,<5 Lakhs,Arts,83.47,79.36,CBSE,Tier 3,,,,,,7.6,6.3,6.6,6.7,7.0,3.7,2.9,3.0,2.2,4.4,1.7,1.9,4.2,3.7,5.0,3.3,Nearby States,2,5 years,Job,Medium,False,False,10,1,0,BA Psychology,"['BA Psychology', 'Entry Level', 'Junior Professional', 'Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000979,16,Male,Telangana,Semi-Urban,<5 Lakhs,Science-PCM,74.71,86.25,CBSE,Tier 2,,,,,,7.8,9.4,5.3,4.1,6.8,4.0,2.3,3.3,3.4,2.7,3.2,2.5,3.9,3.2,2.8,3.2,Abroad,10,6+ years,Government,Low,True,True,0,0,1,Electrical Engineering,"['Electrical Engineering', 'Entry Level', 'Junior Professional', 'Junior Professional', 'Junior Professional', 'Junior Professional']",Entry Level,Junior Professional,Junior Professional,Junior Professional
STU_000980,16,Female,Uttar Pradesh,Urban,<5 Lakhs,Science-PCB,74.02,76.83,CBSE,Tier 3,,,55.43,891400.0,,5.3,5.2,5.7,7.4,5.9,3.3,3.4,3.2,1.4,3.3,2.0,2.7,2.3,4.0,3.4,3.7,Home State,15,4 years,Government,Low,False,False,10,0,1,B.Pharm,"['B.Pharm', 'Pharmacist', 'Clinical Pharmacist', 'Senior Pharmacist']",Pharmacist,Clinical Pharmacist,Senior Pharmacist,Senior Pharmacist
STU_000981,16,Female,Maharashtra,Urban,5-10 Lakhs,Science-PCM,83.14,84.95,CBSE,Tier 2,,,,,,5.5,5.6,5.8,6.2,5.5,3.9,3.8,4.9,3.1,3.0,2.1,4.4,3.1,3.8,2.8,3.3,Nearby States,5,4 years,Job,Low,True,True,0,0,0,AI/ML Engineering,"['AI/ML Engineering', 'AI/ML Engineering', 'AI Researcher', 'Senior ML Engineer']",AI/ML Engineering,AI Researcher,Senior ML Engineer,Senior ML Engineer
STU_000982,16,Male,Madhya Pradesh,Urban,<5 Lakhs,Commerce,75.2,80.04,State Board,Tier 2,,,,,,8.4,2.9,8.0,3.4,7.3,3.9,2.9,3.1,2.5,1.5,2.5,5.0,4.5,2.3,3.6,3.5,Nearby States,2,4 years,Research,Medium,False,False,10,0,1,B.Com + CA,"['B.Com + CA', 'Entry Level', 'Entry Level', 'Professional']",Entry Level,Entry Level,Professional,Professional
STU_000983,18,Female,Maharashtra,Semi-Urban,5-10 Lakhs,Science-PCB,73.58,61.66,State Board,Tier 2,,,50.0,1000000.0,591.0,5.1,9.6,5.7,7.6,6.6,1.7,5.0,5.0,3.3,4.1,3.0,3.8,3.6,2.2,3.2,2.9,Abroad,2,4 years,Business,Low,False,True,20,0,1,Medical Lab Technology,"['Medical Lab Technology', 'Medical Lab Technology', 'Medical Lab Technology', 'Professional']",Medical Lab Technology,Medical Lab Technology,Professional,Professional
STU_000984,18,Male,Punjab,Semi-Urban,10-20 Lakhs,Commerce,78.09,98.0,CBSE,Tier 3,,,,,,4.2,5.3,5.3,2.9,6.5,2.2,3.3,4.2,4.6,2.2,1.9,4.2,4.7,3.9,2.6,2.2,Home State,30,4 years,Job,Medium,False,False,20,1,2,CA,"['CA', 'Articleship', 'Qualified CA', 'Senior Accountant']",Articleship,Qualified CA,Senior Accountant,Senior Accountant
STU_000985,17,Female,Punjab,Urban,5-10 Lakhs,Science-PCM,89.43,71.89,ICSE,Tier 1,,,,,,5.3,6.7,5.9,5.5,7.3,4.1,3.3,1.0,2.5,3.5,1.6,2.8,3.5,3.4,2.9,3.8,Home State,10,6+ years,Job,Medium,True,True,0,2,3,AI/ML Engineering,"['AI/ML Engineering', 'ML Engineer', 'ML Engineer', 'Senior ML Engineer', 'ML Architect', 'ML Architect']",ML Engineer,ML Engineer,Senior ML Engineer,ML Architect
STU_000986,17,Female,West Bengal,Urban,<5 Lakhs,Science-PCM,80.86,84.7,State Board,Tier 1,,,,,,6.2,4.8,4.9,2.5,8.4,4.5,1.5,4.1,2.1,3.6,2.2,2.7,3.3,2.5,4.7,4.2,Pan India,5,4 years,Job,Medium,True,False,20,3,5,Mechanical Engineering,"['Mechanical Engineering', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000987,18,Male,Madhya Pradesh,Rural,<5 Lakhs,Science-PCB,75.47,86.27,State Board,Tier 2,,,62.0,760000.0,,9.0,4.2,3.8,4.7,6.9,3.9,4.2,2.1,1.0,1.8,3.3,3.1,4.5,2.5,4.3,2.9,Pan India,15,6+ years,Job,Low,True,True,10,1,2,BDS,"['BDS', 'Entry Level', 'Entry Level', 'Professional', 'Senior Professional', 'Lead Professional']",Entry Level,Entry Level,Professional,Senior Professional
STU_000988,17,Male,Gujarat,Rural,<5 Lakhs,Arts,75.1,94.12,State Board,Tier 3,,,,,,7.2,4.5,7.8,6.5,4.9,3.4,3.6,3.3,4.2,1.6,1.5,2.3,3.2,3.3,3.0,2.3,Home State,5,4 years,Job,Medium,False,False,10,1,0,Design,"['Design', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000989,17,Male,Uttar Pradesh,Semi-Urban,>50 Lakhs,Science-PCB,73.71,73.08,State Board,Tier 1,,,50.0,1000000.0,,6.4,9.6,6.6,6.8,7.0,3.8,2.7,4.1,1.8,3.9,4.1,3.0,3.0,5.0,2.6,3.1,Nearby States,5,5 years,Job,Low,True,False,50,3,3,Nursing,"['Nursing', 'Entry Level', 'Junior Professional', 'Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000990,18,Female,Andhra Pradesh,Urban,20-50 Lakhs,Science-PCM,61.84,68.7,State Board,Tier 2,,,,,,6.1,6.8,7.4,6.1,7.4,3.8,3.2,2.4,1.6,1.0,4.1,2.9,3.2,1.2,2.7,2.7,Nearby States,2,4 years,Business,Low,True,True,0,3,2,Civil Engineering,"['Civil Engineering', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000991,18,Male,Maharashtra,Rural,<5 Lakhs,Science-PCB,88.37,82.07,State Board,Tier 2,,,,,,8.8,5.3,7.6,6.7,5.5,2.8,4.0,3.5,4.7,3.9,3.0,2.4,5.0,2.6,4.1,1.8,Home State,10,4 years,Job,Low,True,False,20,2,3,B.Pharm,"['B.Pharm', 'Pharmacist', 'Clinical Pharmacist', 'Senior Pharmacist']",Pharmacist,Clinical Pharmacist,Senior Pharmacist,Senior Pharmacist
STU_000992,17,Female,Rajasthan,Urban,10-20 Lakhs,Science-PCB,70.17,87.69,State Board,Tier 1,,,54.37,912600.0,,7.2,5.1,4.0,7.7,6.5,4.3,3.2,2.1,3.0,3.3,1.0,3.4,4.2,4.1,3.8,3.0,Home State,15,4 years,Job,Medium,True,False,20,3,0,B.Pharm,"['B.Pharm', 'B.Pharm', 'Clinical Pharmacist', 'Senior Pharmacist']",B.Pharm,Clinical Pharmacist,Senior Pharmacist,Senior Pharmacist
STU_000993,16,Male,Haryana,Semi-Urban,10-20 Lakhs,Commerce,78.11,87.96,ICSE,Tier 2,,,,,389.0,4.2,6.4,7.3,6.5,4.8,3.4,4.1,4.0,2.1,1.8,1.0,2.6,2.1,5.0,2.4,4.4,Home State,20,4 years,Job,Medium,True,True,20,0,0,Actuarial Science,"['Actuarial Science', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
STU_000994,16,Female,Delhi,Urban,<5 Lakhs,Commerce,93.18,87.51,CBSE,Tier 2,,,,,412.0,4.5,5.5,5.6,8.1,5.1,3.6,2.2,4.2,4.2,3.4,2.3,2.4,2.8,4.0,2.8,4.2,Home State,2,4 years,Job,Low,False,False,0,1,1,Marketing,"['Marketing', 'Entry Level', 'Junior Professional', 'Professional']",Entry Level,Junior Professional,Professional,Professional
